date	user_id	mix_id
23/01/2013 19:33:17		3
15/04/2013 21:48:17		3
26/04/2013 14:06:09		3
26/04/2013 14:15:05		3
15/04/2013 21:46:32		4
15/04/2013 21:45:42		5
15/04/2013 21:47:27		6
10/12/2012 12:22:22		19
10/12/2012 12:29:04		19
10/12/2012 13:05:01		19
10/12/2012 13:40:29		19
10/12/2012 21:18:59		19
11/12/2012 09:56:05		19
15/04/2013 21:45:04		19
15/04/2013 21:55:39		20
15/04/2013 21:45:15		21
24/05/2013 13:18:55		21
12/11/2012 11:41:17		28
22/11/2012 10:55:46		28
23/01/2013 19:31:51		28
15/04/2013 21:50:00		28
15/04/2013 21:53:22		31
23/01/2013 19:32:33		37
15/04/2013 21:49:06		37
24/05/2013 13:20:45		37
15/04/2013 21:50:50		39
23/01/2013 19:31:29		40
23/01/2013 19:32:42		40
23/01/2013 19:32:51		40
02/05/2013 21:31:35		40
02/05/2013 21:29:09		41
02/05/2013 21:32:39		43
07/12/2012 01:33:41		44
12/01/2013 02:13:24		44
15/02/2013 18:44:50		44
23/03/2013 04:50:28		44
26/04/2013 14:10:00		44
26/04/2013 14:15:04		44
28/04/2013 08:49:41		44
23/01/2013 19:33:05		45
02/05/2013 21:30:32		45
02/05/2013 21:32:07		46
02/05/2013 21:29:28		47
26/04/2013 01:46:24		48
02/05/2013 21:29:09		49
06/12/2012 18:10:00		50
06/12/2012 18:10:15		50
21/04/2013 22:22:07		50
27/05/2013 01:13:44		50
02/05/2013 21:31:04		52
26/04/2013 16:33:48		53
26/04/2013 07:49:24		54
26/04/2013 16:33:10		56
26/04/2013 01:50:05		57
26/04/2013 16:33:36		58
26/04/2013 16:33:41		59
26/04/2013 16:31:21		60
17/12/2012 06:43:35		62
02/05/2013 21:33:11		62
02/05/2013 21:30:01		65
29/10/2012 14:45:08		66
29/10/2012 14:45:13		66
30/10/2012 19:23:50		66
09/12/2012 08:17:06		66
14/01/2013 09:19:01		66
23/02/2013 03:41:15		66
31/03/2013 04:18:45		66
07/05/2013 20:20:07		66
29/10/2012 14:46:00		67
29/10/2012 14:48:03		67
30/10/2012 19:29:13		67
09/12/2012 08:25:45		67
14/01/2013 09:14:03		67
23/02/2013 03:42:29		67
31/03/2013 04:21:48		67
05/05/2013 04:54:46		67
30/10/2012 19:26:56		68
09/12/2012 08:22:31		68
14/01/2013 09:28:17		68
23/02/2013 03:42:04		68
31/03/2013 04:20:47		68
05/05/2013 04:52:47		68
30/10/2012 10:12:32		72
30/10/2012 19:20:48		72
31/10/2012 00:53:40		72
02/11/2012 03:38:56		72
10/05/2013 17:15:12		72
27/10/2012 19:29:19		73
27/10/2012 19:50:08		73
27/10/2012 19:50:17		73
30/10/2012 19:23:51		73
09/12/2012 08:20:17		73
14/01/2013 09:23:24		73
23/02/2013 03:41:39		73
31/03/2013 04:19:48		73
05/05/2013 04:51:33		73
08/11/2012 12:18:38		82
17/05/2013 02:06:57		82
08/11/2012 12:22:23		83
17/05/2013 02:07:13		83
08/11/2012 12:15:52		90
17/12/2012 15:46:42		90
22/01/2013 17:49:33		90
28/02/2013 05:30:53		90
13/04/2013 14:13:37		90
20/05/2013 00:49:45		90
08/11/2012 12:14:19		91
17/12/2012 15:49:02		91
22/01/2013 17:51:10		91
28/02/2013 05:34:41		91
13/04/2013 14:14:20		91
20/05/2013 00:58:24		91
08/11/2012 12:28:18		92
17/05/2013 02:12:17		92
08/11/2012 12:14:55		94
17/12/2012 15:45:35		94
22/01/2013 17:48:03		94
28/02/2013 05:28:53		94
13/04/2013 14:13:00		94
20/05/2013 00:46:07		94
12/11/2012 11:08:13		95
18/11/2012 09:43:04		95
29/05/2013 14:20:11		95
29/05/2013 14:23:34		95
29/05/2013 14:26:56		95
29/05/2013 14:30:19		95
18/11/2012 09:46:06		96
18/11/2012 10:25:21		96
18/11/2012 10:25:26		96
03/05/2013 17:07:10		96
03/05/2013 18:20:45		96
29/05/2013 14:18:46		96
29/05/2013 14:22:17		96
29/05/2013 14:25:55		96
29/05/2013 14:29:17		96
23/11/2012 17:10:53		97
31/12/2012 00:06:43		97
06/02/2013 00:45:23		97
14/03/2013 12:16:49		97
21/04/2013 22:22:28		97
27/05/2013 01:14:27		97
23/11/2012 17:05:49		98
24/11/2012 23:54:46		119
24/11/2012 23:54:56		119
24/11/2012 23:55:41		119
24/11/2012 23:56:03		119
24/11/2012 23:56:09		119
25/11/2012 11:49:22		119
27/11/2012 09:05:59		119
29/11/2012 22:50:15		119
08/01/2013 03:39:22		119
15/02/2013 18:41:52		119
23/03/2013 04:50:43		119
22/04/2013 03:40:33		119
28/04/2013 08:48:49		119
29/11/2012 22:46:57		120
29/11/2012 22:47:07		120
29/11/2012 22:47:12		120
29/11/2012 22:47:16		120
29/11/2012 22:47:26		120
29/11/2012 22:47:32		120
29/11/2012 22:48:25		120
01/12/2012 00:55:14		120
01/12/2012 03:22:46		120
08/01/2013 03:39:22		120
09/01/2013 11:06:08		120
10/01/2013 21:58:15		120
15/02/2013 18:47:51		120
15/02/2013 19:08:19		120
25/03/2013 13:49:39		120
30/04/2013 13:02:31		120
06/02/2013 00:59:01		121
14/03/2013 12:16:48		121
21/04/2013 22:22:06		121
27/05/2013 01:24:00		121
21/12/2012 21:28:45		122
23/12/2012 14:53:45		122
23/12/2012 19:31:22		122
23/12/2012 19:31:25		122
23/12/2012 19:31:27		122
09/01/2013 11:05:58		122
06/02/2013 00:53:07		123
14/03/2013 12:18:52		123
21/04/2013 22:22:06		123
27/05/2013 01:19:03		123
06/02/2013 00:45:22		124
14/03/2013 12:16:48		124
21/04/2013 22:22:49		124
27/05/2013 01:15:38		124
06/02/2013 00:47:02		125
06/02/2013 00:55:06		129
09/02/2013 04:58:41		129
13/02/2013 15:11:37		129
14/03/2013 12:20:23		129
21/04/2013 22:28:36		129
29/05/2013 14:25:05		129
01/02/2013 22:15:32		130
05/02/2013 14:30:07		130
05/02/2013 14:30:27		130
05/02/2013 14:30:29		130
05/02/2013 14:30:31		130
05/02/2013 14:30:42		130
08/03/2013 23:40:31		130
15/04/2013 21:58:11		130
24/05/2013 13:22:29		130
01/02/2013 22:15:33		132
05/02/2013 18:08:21		132
06/02/2013 00:51:02		134
06/02/2013 06:26:32		134
06/02/2013 06:26:32		134
06/02/2013 00:49:04		135
06/02/2013 06:26:04		135
06/02/2013 00:57:11		136
07/02/2013 13:09:16		137
07/02/2013 22:21:22		137
23/02/2013 03:43:18		139
31/03/2013 04:22:49		139
28/04/2013 22:55:28		139
28/04/2013 22:55:33		139
05/05/2013 04:56:30		139
23/02/2013 03:44:09		142
31/03/2013 04:23:53		142
05/05/2013 04:51:32		142
23/02/2013 03:40:33		149
31/03/2013 04:33:57		149
